CustomerID,Tenure,RFM_Segment,Estimated_Spend,SatisfactionScore,Complain,WarehouseToHome,Churn,Churn_Probability,Risk_Level,Prescribed_Intervention
52494,12.0,At-Risk High-Value,5920.14,5,0,16.0,0,0.024,Low Risk,Priority 4: Standard Loyalty Reward Program
52495,0.0,Lost / Low Value,773.63,5,0,25.0,0,0.129,Low Risk,Priority 4: Standard Loyalty Reward Program
52496,8.0,Lost / Low Value,836.44,5,0,24.0,0,0.013,Low Risk,Priority 4: Standard Loyalty Reward Program
52497,1.0,Loyal Customers,818.24,5,0,33.0,0,0.202,Low Risk,Priority 4: Standard Loyalty Reward Program
52498,0.0,Loyal Customers,1442.87,1,0,11.0,0,0.1,Low Risk,Priority 4: Standard Loyalty Reward Program
52499,9.0,Loyal Customers,636.29,1,1,9.0,1,0.998,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52500,20.0,Loyal Customers,1631.19,3,0,32.0,0,0.028,Low Risk,Priority 4: Standard Loyalty Reward Program
52501,12.0,Lost / Low Value,718.8,3,0,9.0,0,0.017,Low Risk,Priority 4: Standard Loyalty Reward Program
52502,13.0,At-Risk High-Value,15734.95,3,0,21.0,0,0.065,Low Risk,Priority 4: Standard Loyalty Reward Program
52503,8.0,Lost / Low Value,1556.28,3,0,14.0,0,0.007,Low Risk,Priority 4: Standard Loyalty Reward Program
52504,10.0,Loyal Customers,867.24,3,0,25.0,0,0.006,Low Risk,Priority 4: Standard Loyalty Reward Program
52505,12.0,At-Risk High-Value,2481.93,3,0,10.0,0,0.005,Low Risk,Priority 4: Standard Loyalty Reward Program
52506,18.0,At-Risk High-Value,2602.05,1,0,8.0,0,0.007,Low Risk,Priority 4: Standard Loyalty Reward Program
52507,11.0,Loyal Customers,976.58,3,1,8.0,0,0.045,Low Risk,Priority 4: Standard Loyalty Reward Program
52508,0.0,Champions,6700.98,5,0,16.0,1,0.974,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
52509,10.0,At-Risk High-Value,5365.36,4,0,16.0,0,0.074,Low Risk,Priority 4: Standard Loyalty Reward Program
52510,13.0,Champions,2960.92,1,1,22.0,0,0.036,Low Risk,Priority 4: Standard Loyalty Reward Program
52511,17.0,Loyal Customers,865.86,1,1,7.0,0,0.031,Low Risk,Priority 4: Standard Loyalty Reward Program
52512,21.0,Loyal Customers,2772.22,1,0,10.0,0,0.021,Low Risk,Priority 4: Standard Loyalty Reward Program
52513,0.0,Loyal Customers,1698.4,1,1,21.0,1,0.758,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52514,0.0,Loyal Customers,756.8,1,1,8.0,0,0.273,Low Risk,Priority 4: Standard Loyalty Reward Program
52515,0.0,Loyal Customers,743.44,3,0,14.0,0,0.165,Low Risk,Priority 4: Standard Loyalty Reward Program
52516,0.0,Loyal Customers,691.9,1,0,14.0,0,0.161,Low Risk,Priority 4: Standard Loyalty Reward Program
52517,9.0,Loyal Customers,669.13,5,1,13.0,1,0.992,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52518,2.0,Lost / Low Value,872.8,3,0,16.0,0,0.132,Low Risk,Priority 4: Standard Loyalty Reward Program
52519,9.0,Loyal Customers,990.44,5,0,11.0,0,0.063,Low Risk,Priority 4: Standard Loyalty Reward Program
52520,0.0,Lost / Low Value,836.33,3,0,8.0,0,0.089,Low Risk,Priority 4: Standard Loyalty Reward Program
52521,12.0,Loyal Customers,841.22,4,0,18.0,0,0.042,Low Risk,Priority 4: Standard Loyalty Reward Program
52522,22.0,Loyal Customers,1452.72,4,0,28.0,0,0.005,Low Risk,Priority 4: Standard Loyalty Reward Program
52523,23.0,Hibernating Big Spenders,2559.59,5,0,23.0,0,0.016,Low Risk,Priority 4: Standard Loyalty Reward Program
52524,0.0,Loyal Customers,1406.13,3,0,8.0,0,0.237,Low Risk,Priority 4: Standard Loyalty Reward Program
52525,7.0,At-Risk High-Value,5941.7,4,0,9.0,0,0.0,Low Risk,Priority 4: Standard Loyalty Reward Program
52526,9.0,Loyal Customers,660.71,4,0,13.0,0,0.298,Low Risk,Priority 4: Standard Loyalty Reward Program
52527,22.0,Hibernating Big Spenders,2636.26,3,1,12.0,0,0.002,Low Risk,Priority 4: Standard Loyalty Reward Program
52528,9.0,Loyal Customers,790.57,3,0,7.0,0,0.011,Low Risk,Priority 4: Standard Loyalty Reward Program
52529,9.0,Lost / Low Value,926.31,5,0,9.0,0,0.016,Low Risk,Priority 4: Standard Loyalty Reward Program
52530,27.0,At-Risk High-Value,6033.72,3,0,28.0,0,0.018,Low Risk,Priority 4: Standard Loyalty Reward Program
52531,16.0,At-Risk High-Value,9108.99,3,0,21.0,0,0.002,Low Risk,Priority 4: Standard Loyalty Reward Program
52532,0.0,At-Risk High-Value,4811.73,1,1,18.0,1,1.0,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
52533,11.0,Lost / Low Value,1620.85,1,0,7.0,0,0.014,Low Risk,Priority 4: Standard Loyalty Reward Program
52534,2.0,Lost / Low Value,780.29,4,1,11.0,0,0.036,Low Risk,Priority 4: Standard Loyalty Reward Program
52535,6.0,Lost / Low Value,852.78,1,0,8.0,0,0.009,Low Risk,Priority 4: Standard Loyalty Reward Program
52536,5.0,Lost / Low Value,850.85,4,0,8.0,0,0.011,Low Risk,Priority 4: Standard Loyalty Reward Program
52537,4.0,Loyal Customers,851.18,1,0,11.0,0,0.014,Low Risk,Priority 4: Standard Loyalty Reward Program
52538,22.0,Loyal Customers,1384.57,5,1,14.0,0,0.104,Low Risk,Priority 4: Standard Loyalty Reward Program
52539,11.0,Champions,2052.6,4,0,14.0,0,0.035,Low Risk,Priority 4: Standard Loyalty Reward Program
52540,20.0,Loyal Customers,2856.92,4,0,8.0,0,0.015,Low Risk,Priority 4: Standard Loyalty Reward Program
52541,22.0,Loyal Customers,2791.69,3,0,7.0,0,0.005,Low Risk,Priority 4: Standard Loyalty Reward Program
52542,14.0,Loyal Customers,939.51,3,1,29.0,0,0.231,Low Risk,Priority 4: Standard Loyalty Reward Program
52543,0.0,Loyal Customers,700.04,5,0,15.0,0,0.212,Low Risk,Priority 4: Standard Loyalty Reward Program
52544,6.0,Loyal Customers,845.24,1,1,22.0,0,0.046,Low Risk,Priority 4: Standard Loyalty Reward Program
52545,9.0,Loyal Customers,844.08,3,0,32.0,0,0.016,Low Risk,Priority 4: Standard Loyalty Reward Program
52546,17.0,Loyal Customers,1451.45,1,1,7.0,0,0.06,Low Risk,Priority 4: Standard Loyalty Reward Program
52547,0.0,Loyal Customers,769.4,3,1,14.0,1,0.987,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52548,11.0,Loyal Customers,731.83,3,0,10.0,0,0.035,Low Risk,Priority 4: Standard Loyalty Reward Program
52549,26.0,Loyal Customers,935.28,1,0,30.0,0,0.013,Low Risk,Priority 4: Standard Loyalty Reward Program
52550,11.0,At-Risk High-Value,4872.18,3,1,14.0,1,0.917,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
52551,9.0,Loyal Customers,626.62,4,0,8.0,1,0.991,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52552,0.0,At-Risk High-Value,3456.75,1,0,14.0,0,0.094,Low Risk,Priority 4: Standard Loyalty Reward Program
52553,28.0,Loyal Customers,744.54,4,0,28.0,0,0.027,Low Risk,Priority 4: Standard Loyalty Reward Program
52554,7.0,At-Risk High-Value,3076.92,1,0,11.0,0,0.006,Low Risk,Priority 4: Standard Loyalty Reward Program
52555,30.0,Loyal Customers,1148.56,1,0,7.0,0,0.019,Low Risk,Priority 4: Standard Loyalty Reward Program
52556,9.0,Lost / Low Value,1323.08,4,0,27.0,0,0.041,Low Risk,Priority 4: Standard Loyalty Reward Program
52557,10.0,Loyal Customers,1073.88,1,0,7.0,0,0.031,Low Risk,Priority 4: Standard Loyalty Reward Program
52558,7.0,At-Risk High-Value,5688.76,1,0,25.0,0,0.045,Low Risk,Priority 4: Standard Loyalty Reward Program
52559,9.0,Loyal Customers,675.12,1,1,13.0,1,0.982,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52560,17.0,At-Risk High-Value,5900.07,1,1,8.0,0,0.017,Low Risk,Priority 4: Standard Loyalty Reward Program
52561,8.0,Lost / Low Value,821.15,1,1,8.0,0,0.057,Low Risk,Priority 4: Standard Loyalty Reward Program
52562,16.0,At-Risk High-Value,7852.68,1,1,8.0,0,0.034,Low Risk,Priority 4: Standard Loyalty Reward Program
52563,0.0,Lost / Low Value,792.06,3,0,15.0,0,0.075,Low Risk,Priority 4: Standard Loyalty Reward Program
52564,14.0,At-Risk High-Value,8466.04,3,0,12.0,0,0.108,Low Risk,Priority 4: Standard Loyalty Reward Program
52565,2.0,Loyal Customers,713.57,3,0,15.0,0,0.048,Low Risk,Priority 4: Standard Loyalty Reward Program
52566,9.0,At-Risk High-Value,4785.66,1,0,8.0,0,0.073,Low Risk,Priority 4: Standard Loyalty Reward Program
52567,18.0,At-Risk High-Value,15975.96,3,0,7.0,0,0.021,Low Risk,Priority 4: Standard Loyalty Reward Program
52568,9.0,Loyal Customers,635.52,3,0,28.0,1,0.991,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52569,10.0,Champions,17660.72,3,0,15.0,1,0.865,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
52570,9.0,Loyal Customers,676.78,3,0,23.0,0,0.023,Low Risk,Priority 4: Standard Loyalty Reward Program
52571,18.0,At-Risk High-Value,11749.76,4,0,34.0,0,0.015,Low Risk,Priority 4: Standard Loyalty Reward Program
52572,5.0,Loyal Customers,738.82,3,0,16.0,0,0.086,Low Risk,Priority 4: Standard Loyalty Reward Program
52573,4.0,Loyal Customers,741.24,3,0,8.0,0,0.015,Low Risk,Priority 4: Standard Loyalty Reward Program
52574,14.0,Loyal Customers,903.65,4,0,10.0,0,0.011,Low Risk,Priority 4: Standard Loyalty Reward Program
52575,13.0,Loyal Customers,908.38,5,1,14.0,0,0.037,Low Risk,Priority 4: Standard Loyalty Reward Program
52576,0.0,Loyal Customers,764.88,5,0,35.0,0,0.169,Low Risk,Priority 4: Standard Loyalty Reward Program
52577,19.0,Lost / Low Value,855.91,4,0,19.0,0,0.003,Low Risk,Priority 4: Standard Loyalty Reward Program
52578,8.0,Lost / Low Value,928.56,3,0,33.0,0,0.01,Low Risk,Priority 4: Standard Loyalty Reward Program
52579,3.0,Lost / Low Value,707.41,1,0,22.0,0,0.026,Low Risk,Priority 4: Standard Loyalty Reward Program
52580,20.0,Loyal Customers,823.79,4,0,8.0,0,0.084,Low Risk,Priority 4: Standard Loyalty Reward Program
52581,19.0,Loyal Customers,1120.24,1,1,8.0,0,0.059,Low Risk,Priority 4: Standard Loyalty Reward Program
52582,0.0,Loyal Customers,1774.74,5,1,19.0,1,0.942,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52583,0.0,Loyal Customers,920.42,4,0,7.0,1,0.992,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52584,0.0,Loyal Customers,731.22,4,0,10.0,0,0.414,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
52585,4.0,Lost / Low Value,838.09,1,0,30.0,0,0.037,Low Risk,Priority 4: Standard Loyalty Reward Program
52586,12.0,At-Risk High-Value,4529.8,1,1,7.0,0,0.005,Low Risk,Priority 4: Standard Loyalty Reward Program
52587,5.0,Loyal Customers,1078.55,3,0,25.0,0,0.049,Low Risk,Priority 4: Standard Loyalty Reward Program
52588,13.0,At-Risk High-Value,19689.78,4,0,13.0,0,0.066,Low Risk,Priority 4: Standard Loyalty Reward Program
52589,18.0,Loyal Customers,1086.58,3,0,10.0,0,0.026,Low Risk,Priority 4: Standard Loyalty Reward Program
52590,3.0,Lost / Low Value,823.24,5,0,8.0,0,0.046,Low Risk,Priority 4: Standard Loyalty Reward Program
52591,9.0,Loyal Customers,1335.95,1,0,16.0,0,0.083,Low Risk,Priority 4: Standard Loyalty Reward Program
52592,9.0,Loyal Customers,669.9,1,0,14.0,1,0.987,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52593,4.0,Loyal Customers,1009.03,3,0,11.0,0,0.011,Low Risk,Priority 4: Standard Loyalty Reward Program
52594,0.0,Lost / Low Value,739.47,1,0,14.0,0,0.163,Low Risk,Priority 4: Standard Loyalty Reward Program
52595,0.0,Loyal Customers,1403.6,4,0,15.0,1,0.977,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52596,2.0,Loyal Customers,896.17,3,1,7.0,0,0.105,Low Risk,Priority 4: Standard Loyalty Reward Program
52597,3.0,Lost / Low Value,942.7,5,0,21.0,0,0.048,Low Risk,Priority 4: Standard Loyalty Reward Program
52598,7.0,Loyal Customers,711.26,1,1,8.0,0,0.065,Low Risk,Priority 4: Standard Loyalty Reward Program
52599,6.0,Lost / Low Value,833.08,4,0,8.0,0,0.061,Low Risk,Priority 4: Standard Loyalty Reward Program
52600,22.0,Lost / Low Value,797.88,1,0,17.0,0,0.038,Low Risk,Priority 4: Standard Loyalty Reward Program
52601,0.0,Loyal Customers,1021.02,5,1,22.0,1,0.998,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52602,11.0,Lost / Low Value,685.74,4,0,14.0,0,0.039,Low Risk,Priority 4: Standard Loyalty Reward Program
52603,0.0,Loyal Customers,998.86,3,0,22.0,1,0.976,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52604,9.0,Loyal Customers,666.0,5,0,10.0,0,0.226,Low Risk,Priority 4: Standard Loyalty Reward Program
52605,3.0,Lost / Low Value,841.17,3,0,22.0,0,0.01,Low Risk,Priority 4: Standard Loyalty Reward Program
52606,5.0,Lost / Low Value,699.49,4,0,11.0,0,0.039,Low Risk,Priority 4: Standard Loyalty Reward Program
52607,11.0,Loyal Customers,869.6,1,1,24.0,0,0.029,Low Risk,Priority 4: Standard Loyalty Reward Program
52608,6.0,Loyal Customers,684.04,3,1,14.0,1,0.993,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52609,15.0,Lost / Low Value,702.13,4,0,18.0,0,0.014,Low Risk,Priority 4: Standard Loyalty Reward Program
52610,28.0,Loyal Customers,1597.09,5,0,8.0,0,0.019,Low Risk,Priority 4: Standard Loyalty Reward Program
52611,6.0,Lost / Low Value,718.03,4,0,10.0,0,0.02,Low Risk,Priority 4: Standard Loyalty Reward Program
52612,9.0,Lost / Low Value,675.9,5,0,15.0,0,0.049,Low Risk,Priority 4: Standard Loyalty Reward Program
52613,7.0,Lost / Low Value,770.06,3,1,16.0,0,0.046,Low Risk,Priority 4: Standard Loyalty Reward Program
52614,26.0,Loyal Customers,1263.08,3,1,7.0,0,0.021,Low Risk,Priority 4: Standard Loyalty Reward Program
52615,16.0,Lost / Low Value,744.64,1,0,8.0,0,0.025,Low Risk,Priority 4: Standard Loyalty Reward Program
52616,7.0,Loyal Customers,1763.19,1,0,9.0,0,0.051,Low Risk,Priority 4: Standard Loyalty Reward Program
52617,0.0,Loyal Customers,697.34,4,0,13.0,1,0.94,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52618,11.0,Lost / Low Value,753.61,3,0,12.0,0,0.014,Low Risk,Priority 4: Standard Loyalty Reward Program
52619,0.0,Loyal Customers,681.89,5,1,14.0,1,0.997,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52620,4.0,At-Risk High-Value,4253.7,1,0,35.0,0,0.025,Low Risk,Priority 4: Standard Loyalty Reward Program
52621,24.0,Loyal Customers,2542.76,3,0,9.0,0,0.028,Low Risk,Priority 4: Standard Loyalty Reward Program
52622,10.0,Loyal Customers,780.4,4,0,15.0,0,0.016,Low Risk,Priority 4: Standard Loyalty Reward Program
52623,19.0,Loyal Customers,3226.08,1,1,8.0,0,0.071,Low Risk,Priority 4: Standard Loyalty Reward Program
52624,9.0,At-Risk High-Value,5038.28,5,1,16.0,0,0.175,Low Risk,Priority 4: Standard Loyalty Reward Program
52625,7.0,Loyal Customers,1357.62,4,1,14.0,1,0.963,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52626,10.0,At-Risk High-Value,3095.62,4,0,14.0,0,0.013,Low Risk,Priority 4: Standard Loyalty Reward Program
52627,0.0,At-Risk High-Value,6088.0,1,1,33.0,1,0.995,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
52628,6.0,At-Risk High-Value,5060.06,5,0,14.0,0,0.072,Low Risk,Priority 4: Standard Loyalty Reward Program
52629,9.0,Loyal Customers,662.42,1,0,7.0,0,0.144,Low Risk,Priority 4: Standard Loyalty Reward Program
52630,12.0,Loyal Customers,2581.04,3,0,16.0,0,0.04,Low Risk,Priority 4: Standard Loyalty Reward Program
52631,19.0,Loyal Customers,1979.01,4,0,32.0,0,0.076,Low Risk,Priority 4: Standard Loyalty Reward Program
52632,13.0,Loyal Customers,735.74,5,0,8.0,0,0.028,Low Risk,Priority 4: Standard Loyalty Reward Program
52633,15.0,Loyal Customers,854.59,5,0,19.0,0,0.038,Low Risk,Priority 4: Standard Loyalty Reward Program
52634,8.0,Lost / Low Value,866.91,1,0,8.0,0,0.005,Low Risk,Priority 4: Standard Loyalty Reward Program
52635,11.0,At-Risk High-Value,2077.68,4,0,14.0,0,0.041,Low Risk,Priority 4: Standard Loyalty Reward Program
52636,0.0,Lost / Low Value,844.03,5,0,15.0,1,0.988,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52637,0.0,Lost / Low Value,781.71,5,0,16.0,1,0.988,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52638,12.0,Loyal Customers,1553.97,1,0,26.0,0,0.02,Low Risk,Priority 4: Standard Loyalty Reward Program
52639,16.0,Loyal Customers,684.09,3,0,14.0,0,0.178,Low Risk,Priority 4: Standard Loyalty Reward Program
52640,14.0,Loyal Customers,927.85,4,0,11.0,0,0.004,Low Risk,Priority 4: Standard Loyalty Reward Program
52641,14.0,At-Risk High-Value,14619.6,3,1,10.0,0,0.05,Low Risk,Priority 4: Standard Loyalty Reward Program
52642,3.0,Loyal Customers,1081.68,3,0,16.0,0,0.078,Low Risk,Priority 4: Standard Loyalty Reward Program
52643,9.0,Lost / Low Value,668.14,4,1,26.0,1,0.946,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52644,9.0,At-Risk High-Value,3122.79,4,0,27.0,1,0.795,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
52645,13.0,Loyal Customers,908.21,1,0,7.0,0,0.002,Low Risk,Priority 4: Standard Loyalty Reward Program
52646,7.0,At-Risk High-Value,3695.78,3,0,14.0,0,0.002,Low Risk,Priority 4: Standard Loyalty Reward Program
52647,30.0,At-Risk High-Value,20244.07,4,0,8.0,0,0.056,Low Risk,Priority 4: Standard Loyalty Reward Program
52648,8.0,Loyal Customers,698.78,3,0,29.0,0,0.039,Low Risk,Priority 4: Standard Loyalty Reward Program
52649,20.0,At-Risk High-Value,15656.41,4,1,10.0,0,0.108,Low Risk,Priority 4: Standard Loyalty Reward Program
52650,13.0,At-Risk High-Value,5562.48,5,0,18.0,0,0.021,Low Risk,Priority 4: Standard Loyalty Reward Program
52651,27.0,Lost / Low Value,926.97,1,0,13.0,0,0.017,Low Risk,Priority 4: Standard Loyalty Reward Program
52652,4.0,Loyal Customers,2160.07,5,0,13.0,0,0.019,Low Risk,Priority 4: Standard Loyalty Reward Program
52653,1.0,Loyal Customers,747.5,5,0,7.0,0,0.076,Low Risk,Priority 4: Standard Loyalty Reward Program
52654,11.0,Loyal Customers,847.28,1,1,8.0,0,0.055,Low Risk,Priority 4: Standard Loyalty Reward Program
52655,0.0,Loyal Customers,807.62,1,0,16.0,0,0.064,Low Risk,Priority 4: Standard Loyalty Reward Program
52656,30.0,Loyal Customers,2836.57,3,1,21.0,0,0.002,Low Risk,Priority 4: Standard Loyalty Reward Program
52657,9.0,Loyal Customers,633.27,3,0,20.0,0,0.192,Low Risk,Priority 4: Standard Loyalty Reward Program
52658,0.0,Loyal Customers,712.58,5,0,24.0,1,0.987,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52659,0.0,Loyal Customers,1356.85,5,1,14.0,1,0.989,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52660,18.0,At-Risk High-Value,4167.35,3,0,8.0,0,0.025,Low Risk,Priority 4: Standard Loyalty Reward Program
52661,9.0,Loyal Customers,932.91,4,1,8.0,0,0.072,Low Risk,Priority 4: Standard Loyalty Reward Program
52662,16.0,At-Risk High-Value,6034.88,1,0,8.0,0,0.042,Low Risk,Priority 4: Standard Loyalty Reward Program
52663,0.0,Loyal Customers,680.84,1,1,14.0,0,0.224,Low Risk,Priority 4: Standard Loyalty Reward Program
52664,2.0,At-Risk High-Value,2278.98,1,0,26.0,0,0.041,Low Risk,Priority 4: Standard Loyalty Reward Program
52665,5.0,Loyal Customers,805.64,1,0,16.0,0,0.087,Low Risk,Priority 4: Standard Loyalty Reward Program
52666,15.0,Champions,2134.44,3,0,16.0,0,0.011,Low Risk,Priority 4: Standard Loyalty Reward Program
52667,9.0,Loyal Customers,1331.55,3,0,15.0,0,0.141,Low Risk,Priority 4: Standard Loyalty Reward Program
52668,19.0,At-Risk High-Value,4087.16,1,0,8.0,0,0.022,Low Risk,Priority 4: Standard Loyalty Reward Program
52669,1.0,Loyal Customers,1397.66,1,0,7.0,0,0.19,Low Risk,Priority 4: Standard Loyalty Reward Program
52670,2.0,Lost / Low Value,901.12,3,0,35.0,0,0.07,Low Risk,Priority 4: Standard Loyalty Reward Program
52671,15.0,Loyal Customers,768.24,3,0,14.0,0,0.127,Low Risk,Priority 4: Standard Loyalty Reward Program
52672,0.0,Loyal Customers,2189.77,4,1,8.0,1,1.0,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52673,19.0,Hibernating Big Spenders,2554.75,5,0,9.0,0,0.0,Low Risk,Priority 4: Standard Loyalty Reward Program
52674,0.0,At-Risk High-Value,3723.5,3,0,29.0,0,0.116,Low Risk,Priority 4: Standard Loyalty Reward Program
52675,2.0,Loyal Customers,704.22,4,0,12.0,0,0.046,Low Risk,Priority 4: Standard Loyalty Reward Program
52676,16.0,At-Risk High-Value,9699.36,3,0,12.0,0,0.093,Low Risk,Priority 4: Standard Loyalty Reward Program
52677,21.0,At-Risk High-Value,19578.9,4,0,16.0,0,0.011,Low Risk,Priority 4: Standard Loyalty Reward Program
52678,0.0,Loyal Customers,684.14,1,1,14.0,1,0.998,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52679,9.0,Lost / Low Value,952.27,4,0,16.0,1,0.722,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52680,0.0,Champions,5687.99,5,0,21.0,0,0.131,Low Risk,Priority 4: Standard Loyalty Reward Program
52681,12.0,Loyal Customers,1529.22,1,0,25.0,0,0.021,Low Risk,Priority 4: Standard Loyalty Reward Program
52682,28.0,Lost / Low Value,696.41,1,0,8.0,0,0.008,Low Risk,Priority 4: Standard Loyalty Reward Program
52683,1.0,Loyal Customers,707.08,4,0,9.0,0,0.263,Low Risk,Priority 4: Standard Loyalty Reward Program
52684,0.0,Loyal Customers,609.46,1,0,15.0,1,0.966,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52685,0.0,Loyal Customers,685.96,4,1,14.0,1,0.995,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52686,9.0,Lost / Low Value,862.02,3,1,16.0,0,0.02,Low Risk,Priority 4: Standard Loyalty Reward Program
52687,4.0,Loyal Customers,780.84,3,0,26.0,0,0.02,Low Risk,Priority 4: Standard Loyalty Reward Program
52688,7.0,Loyal Customers,1084.21,1,1,10.0,0,0.039,Low Risk,Priority 4: Standard Loyalty Reward Program
52689,9.0,Loyal Customers,663.41,5,0,13.0,0,0.308,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
52690,10.0,Lost / Low Value,785.62,5,1,13.0,0,0.033,Low Risk,Priority 4: Standard Loyalty Reward Program
52691,8.0,Loyal Customers,813.34,4,1,22.0,0,0.031,Low Risk,Priority 4: Standard Loyalty Reward Program
52692,18.0,At-Risk High-Value,2624.49,1,0,31.0,0,0.011,Low Risk,Priority 4: Standard Loyalty Reward Program
52693,9.0,Lost / Low Value,763.73,1,0,8.0,0,0.006,Low Risk,Priority 4: Standard Loyalty Reward Program
52694,13.0,At-Risk High-Value,16227.92,5,0,7.0,0,0.022,Low Risk,Priority 4: Standard Loyalty Reward Program
52695,0.0,Loyal Customers,711.32,3,1,7.0,0,0.367,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
52696,0.0,Lost / Low Value,907.5,3,0,8.0,0,0.035,Low Risk,Priority 4: Standard Loyalty Reward Program
52697,21.0,At-Risk High-Value,5978.28,1,0,28.0,0,0.037,Low Risk,Priority 4: Standard Loyalty Reward Program
52698,17.0,Loyal Customers,1653.63,5,0,7.0,0,0.012,Low Risk,Priority 4: Standard Loyalty Reward Program
52699,9.0,Champions,2030.66,5,1,22.0,1,1.0,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
52700,19.0,Loyal Customers,692.29,1,0,14.0,1,0.951,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52701,9.0,Loyal Customers,852.88,4,0,23.0,0,0.014,Low Risk,Priority 4: Standard Loyalty Reward Program
52702,14.0,Lost / Low Value,791.62,4,0,14.0,0,0.04,Low Risk,Priority 4: Standard Loyalty Reward Program
52703,15.0,Hibernating Big Spenders,2568.28,5,0,12.0,0,0.045,Low Risk,Priority 4: Standard Loyalty Reward Program
52704,4.0,Lost / Low Value,912.06,1,1,16.0,0,0.022,Low Risk,Priority 4: Standard Loyalty Reward Program
52705,7.0,Loyal Customers,995.66,1,1,9.0,0,0.046,Low Risk,Priority 4: Standard Loyalty Reward Program
52706,4.0,Loyal Customers,1537.58,3,0,10.0,0,0.042,Low Risk,Priority 4: Standard Loyalty Reward Program
52707,0.0,At-Risk High-Value,4829.44,1,0,14.0,0,0.046,Low Risk,Priority 4: Standard Loyalty Reward Program
52708,18.0,Loyal Customers,846.94,3,0,7.0,0,0.03,Low Risk,Priority 4: Standard Loyalty Reward Program
52709,6.0,Lost / Low Value,851.79,3,0,16.0,0,0.028,Low Risk,Priority 4: Standard Loyalty Reward Program
52710,1.0,Lost / Low Value,925.87,1,1,7.0,0,0.128,Low Risk,Priority 4: Standard Loyalty Reward Program
52711,0.0,Loyal Customers,610.0,5,0,30.0,1,0.997,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52712,12.0,Loyal Customers,865.48,3,0,27.0,0,0.075,Low Risk,Priority 4: Standard Loyalty Reward Program
52713,9.0,Loyal Customers,672.43,4,0,8.0,0,0.096,Low Risk,Priority 4: Standard Loyalty Reward Program
52714,7.0,At-Risk High-Value,5196.51,1,1,28.0,0,0.031,Low Risk,Priority 4: Standard Loyalty Reward Program
52715,0.0,Loyal Customers,2183.94,3,1,19.0,1,0.999,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
52716,20.0,Lost / Low Value,850.68,4,0,20.0,0,0.006,Low Risk,Priority 4: Standard Loyalty Reward Program
52717,29.0,Loyal Customers,845.9,5,0,17.0,0,0.051,Low Risk,Priority 4: Standard Loyalty Reward Program
52718,12.0,At-Risk High-Value,5833.13,5,0,15.0,0,0.034,Low Risk,Priority 4: Standard Loyalty Reward Program
52719,9.0,Lost / Low Value,667.32,4,1,14.0,0,0.109,Low Risk,Priority 4: Standard Loyalty Reward Program
52720,60.0,Loyal Customers,1533.12,1,1,27.0,0,0.026,Low Risk,Priority 4: Standard Loyalty Reward Program
